Subject,Epoch,Train_Loss,Train_Acc,Train_Sens,Train_Spec,Val_Loss,Val_Acc,Val_Sens,Val_Spec,Val_F1,Acc_Gap,LR
Patient_3,14,0.40875190185463944,0.8209565335876823,0.8461857953758826,0.7965124077800134,1.061010883134954,0.6301633045148896,0.10703363914373089,0.8697478991596639,0.15384615384615385,0.19079322907279272,2.5e-05
Patient_3,15,0.3947981348504191,0.826611254939365,0.8447444551591128,0.80886911982747,1.1499465221867842,0.6388088376560999,0.09480122324159021,0.8879551820728291,0.1415525114155251,0.1878024172832652,2.5e-05
Patient_3,16,0.38731267147738,0.8349230140346097,0.8582633824136507,0.8120361624612064,1.1855084983741535,0.6368876080691642,0.1162079510703364,0.8753501400560224,0.16740088105726872,0.19803540596544544,2.5e-05
Patient_3,17,0.376801591074985,0.8401689603488214,0.8678784590341834,0.8122091431699973,1.243933659266023,0.6340057636887608,0.07951070336391437,0.8879551820728291,0.12009237875288684,0.20616319666006055,1.25e-05
Patient_3,18,0.37000771346299544,0.845891810873416,0.8758501133484464,0.8145981334447695,1.2555484456174515,0.6359269932756965,0.07951070336391437,0.8907563025210085,0.12064965197215777,0.20996481759771957,1.25e-05
Patient_3,19,0.3619040874035462,0.8473906526774765,0.8720295001365747,0.8228656878738445,1.249298021197319,0.6320845341018252,0.09480122324159021,0.8781512605042017,0.1393258426966292,0.2153061185756513,1.25e-05
Patient_3,20,0.36264289792465126,0.8463687150837989,0.8731933460594491,0.8195806100217865,1.282564590958988,0.6455331412103746,0.07339449541284404,0.907563025210084,0.11510791366906475,0.2008355738734242,1.25e-05
Patient_3,21,0.3537016020520874,0.8540673116228369,0.882535401213756,0.8250034421038138,1.322735129033818,0.6474543707973103,0.07033639143730887,0.9117647058823529,0.11138014527845036,0.20661294082552661,1.25e-05
Patient_3,22,0.3497330230863198,0.8552255075623382,0.8876631239069016,0.8219461697722568,1.3428598133956684,0.643611911623439,0.07033639143730887,0.9061624649859944,0.11031175059952038,0.21161359593889917,1.25e-05
Patient_3,23,0.34691128776125285,0.8570649952309579,0.8906717432689693,0.8233205898416166,1.3311932367437027,0.643611911623439,0.0672782874617737,0.907563025210084,0.10602409638554217,0.2134530836075189,6.25e-06
Patient_3,24,0.34329325038453806,0.8601989371849026,0.8892512569642614,0.8309878398688345,1.3645295132608974,0.6484149855907781,0.0672782874617737,0.9145658263305322,0.1073170731707317,0.21178395159412444,6.25e-06
Patient_3,25,0.34702961295843127,0.8529091156833356,0.8783984850534289,0.8270418668496912,1.382048239602762,0.6455331412103746,0.06116207951070336,0.9131652661064426,0.097799511002445,0.20737597447296097,6.25e-06
Patient_3,26,0.33739833974319955,0.8627878457555526,0.895485636114911,0.8303474484256244,1.3864944726228714,0.6503362151777138,0.06116207951070336,0.9201680672268907,0.09900990099009901,0.21245163057783878,6.25e-06
Patient_3,27,0.33638434034326803,0.8636735250034064,0.891141651925432,0.8361304407149679,1.3604959652704351,0.6474543707973103,0.06116207951070336,0.9159663865546218,0.09828009828009827,0.21621915420609616,6.25e-06
Patient_3,28,0.34038711844579034,0.8597220329745197,0.889526150484774,0.8300475866757308,1.411468067589928,0.6445725264169068,0.05504587155963303,0.9145658263305322,0.08866995073891626,0.2151495065576129,6.25e-06
Patient_3,29,0.32848593171523965,0.8632647499659354,0.8939519469759735,0.8333781603012372,1.3895706034758513,0.6407300672430355,0.0672782874617737,0.9033613445378151,0.10526315789473684,0.2225346827228999,3.125e-06
Patient_3,30,0.3372442522774572,0.861697778988963,0.8907005665330938,0.8334901222953904,1.42948379323763,0.6388088376560999,0.04892966360856269,0.9089635854341737,0.0784313725490196,0.2228889413328632,3.125e-06
Patient_3,31,0.3281826437815376,0.863877912522142,0.8903568509942795,0.8373773173391494,1.4383403203066658,0.6464937560038425,0.05504587155963303,0.9173669467787114,0.0891089108910891,0.21738415651829945,3.125e-06
Patient_3,32,0.32612235844135284,0.8674887586864696,0.8958047710446942,0.8395178764897074,1.4396367642809362,0.643611911623439,0.05504587155963303,0.9131652661064426,0.08845208845208845,0.22387684706303057,3.125e-06
Patient_3,33,0.32444999528967816,0.8691238588363537,0.8968372471833854,0.8411981945014362,1.3908827427555532,0.643611911623439,0.0672782874617737,0.907563025210084,0.10602409638554217,0.22551194721291468,3.125e-06
Patient_3,34,0.33093343441901,0.8664668210927919,0.8948372156381964,0.8380809595202399,1.4414210214334375,0.6474543707973103,0.06116207951070336,0.9159663865546218,0.09828009828009827,0.21901245029548166,3.125e-06
Patient_3,35,0.33331227386775225,0.8629241041013762,0.8960627753303965,0.8304558942541138,1.4028402873698402,0.6455331412103746,0.0581039755351682,0.9145658263305322,0.09336609336609336,0.21739096289100157,1.5625e-06
Patient_3,36,0.32388127523919813,0.8696688922196485,0.8968308409932776,0.8428745432399513,1.4260527623050354,0.6464937560038425,0.05504587155963303,0.9173669467787114,0.0891089108910891,0.22317513621580598,1.5625e-06
Patient_3,37,0.3343589625928713,0.862174683199346,0.8881746350609347,0.8352516987935099,1.4714164015124827,0.6484149855907781,0.05504587155963303,0.9201680672268907,0.08955223880597014,0.21375969760856783,1.5625e-06
Patient_3,38,0.3219217104756314,0.869873279738384,0.8986923606331727,0.8416295696748954,1.3974362112143461,0.6455331412103746,0.06116207951070336,0.9131652661064426,0.097799511002445,0.22434013852800938,1.5625e-06
Patient_3,39,0.32428047786588254,0.870690829813326,0.8971104509856873,0.8437843784378438,1.4383932728977764,0.6522574447646494,0.05504587155963303,0.9257703081232493,0.09045226130653267,0.2184333850486766,1.5625e-06
Patient_3,40,0.3284506924126459,0.8648317209429077,0.8924178943100419,0.8367907679626322,1.4514819672879051,0.6455331412103746,0.0581039755351682,0.9145658263305322,0.09336609336609336,0.21929857973253308,1.5625e-06
Patient_3,41,0.3235362141028694,0.8693282463550892,0.8977365694027816,0.840958605664488,1.44148931257865,0.6464937560038425,0.05504587155963303,0.9173669467787114,0.0891089108910891,0.2228344903512467,7.8125e-07
Patient_3,42,0.3243302565553914,0.8679656628968524,0.8992460589444825,0.8370581064607883,1.4573209487340029,0.6464937560038425,0.0581039755351682,0.9159663865546218,0.09359605911330049,0.22147190689300988,7.8125e-07
Patient_3,43,0.3196513039910275,0.8704864422945905,0.8955345060893098,0.8450878155872668,1.4874786129769157,0.6445725264169068,0.05198776758409786,0.9159663865546218,0.08415841584158416,0.22591391587768372,7.8125e-07
Patient_3,44,0.32216570584670357,0.8698051505654721,0.8984052790761616,0.8417071853052404,1.4769052871886421,0.6455331412103746,0.05504587155963303,0.9159663865546218,0.08888888888888889,0.2242720093550975,7.8125e-07
Patient_3,45,0.319070570624393,0.8712358631966208,0.8944392082940622,0.8474693145772997,1.5186784363844816,0.6474543707973103,0.04892966360856269,0.9215686274509803,0.08020050125313283,0.22378149239931056,7.8125e-07
Patient_3,46,0.3296546772122383,0.8646954625970841,0.8903532608695652,0.8388904072150861,1.419417877407635,0.6484149855907781,0.05198776758409786,0.9215686274509803,0.085,0.21628047700630593,7.8125e-07
Patient_3,47,0.3258636954685916,0.8690557296634419,0.8965470548408937,0.8412176059234883,1.5168433995807873,0.6484149855907781,0.05198776758409786,0.9215686274509803,0.085,0.22064074407266376,3.90625e-07
Patient_3,48,0.3221220477119736,0.8691919880092656,0.8946091644204852,0.843207495177735,1.5187132682870417,0.6455331412103746,0.04892966360856269,0.9187675070028011,0.0798004987531172,0.22365884679889092,3.90625e-07
Patient_3,49,0.3182630586883296,0.8759367761275378,0.9077485776212408,0.84375,1.4424632963012247,0.6445725264169068,0.06116207951070336,0.9117647058823529,0.0975609756097561,0.23136424971063108,3.90625e-07
Patient_3,50,0.3206234261393547,0.8696688922196485,0.9044471981274955,0.835603506405934,1.428413854802356,0.6455331412103746,0.06116207951070336,0.9131652661064426,0.097799511002445,0.22413575100927385,3.90625e-07
